Time, Iterate
0.000000, [0.057956, 0.019915, 0.019911, 0.057634]
0.029559, [0.112677, 0.039251, 0.039549, 0.112255]
0.055326, [0.164510, 0.058096, 0.058595, 0.164183]
0.076395, [0.213809, 0.076686, 0.076922, 0.213312]
0.092099, [0.259787, 0.094679, 0.095175, 0.259256]
0.107821, [0.302937, 0.112533, 0.113362, 0.302304]
0.123545, [0.344079, 0.129842, 0.130784, 0.343325]
0.139266, [0.382617, 0.146920, 0.147873, 0.381801]
0.154987, [0.419003, 0.163643, 0.164429, 0.418218]
0.170680, [0.452824, 0.180195, 0.181058, 0.452092]
0.186376, [0.484631, 0.196434, 0.197192, 0.484054]
0.202239, [0.514604, 0.212544, 0.213278, 0.513999]
0.218215, [0.542777, 0.228052, 0.229050, 0.542271]
0.234140, [0.569452, 0.243235, 0.244433, 0.568714]
0.249839, [0.594690, 0.258143, 0.259271, 0.594030]
0.265523, [0.618316, 0.272905, 0.274005, 0.617567]
0.281251, [0.640729, 0.287280, 0.288347, 0.640003]
0.296902, [0.661518, 0.301352, 0.302662, 0.660864]
0.312640, [0.681490, 0.315122, 0.316445, 0.680837]
0.328339, [0.699908, 0.328701, 0.330357, 0.699249]
0.344056, [0.717365, 0.342099, 0.343647, 0.716823]
0.359757, [0.733842, 0.355100, 0.356885, 0.733154]
0.375447, [0.749292, 0.367907, 0.369669, 0.748569]
0.391148, [0.763886, 0.380523, 0.382185, 0.763121]
0.406829, [0.777654, 0.392837, 0.394289, 0.776984]
0.422522, [0.790663, 0.404756, 0.406367, 0.789996]
0.438201, [0.802737, 0.416547, 0.418094, 0.802187]
0.453943, [0.814414, 0.428092, 0.429312, 0.813877]
0.469617, [0.825267, 0.439413, 0.440546, 0.824715]
0.485316, [0.835505, 0.450298, 0.451609, 0.834982]
0.500993, [0.845068, 0.461098, 0.462441, 0.844543]
0.516672, [0.854073, 0.471788, 0.473134, 0.853620]
0.532372, [0.862605, 0.482396, 0.483488, 0.862132]
0.548033, [0.870555, 0.492601, 0.493795, 0.870086]
0.563725, [0.878113, 0.502644, 0.503908, 0.877649]
0.575827, [0.885202, 0.512537, 0.513760, 0.884765]
0.586505, [0.891908, 0.522067, 0.523478, 0.891500]
0.596302, [0.898304, 0.531400, 0.532781, 0.897875]
0.605918, [0.904241, 0.540621, 0.542023, 0.903796]
0.614656, [0.909826, 0.549739, 0.551057, 0.909365]
0.618386, [0.915090, 0.558688, 0.559738, 0.914678]
0.622079, [0.920044, 0.567558, 0.568376, 0.919625]
0.625778, [0.924676, 0.576113, 0.576905, 0.924321]
0.629474, [0.929105, 0.584482, 0.585222, 0.928724]
0.633177, [0.933278, 0.592587, 0.593284, 0.932901]
0.636853, [0.937227, 0.600604, 0.601225, 0.936833]
0.640515, [0.940891, 0.608520, 0.609058, 0.940499]
0.644201, [0.944327, 0.616267, 0.616838, 0.943961]
0.647892, [0.947601, 0.623920, 0.624351, 0.947226]
0.651558, [0.950635, 0.631354, 0.631835, 0.950286]
